,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,comp_prim_v2_m,comp_prim_v2_no,comp_prim_1524_m,comp_prim_1524_no,trans_prim_m,trans_prim_no,comp_lowsec_v2_m,comp_lowsec_v2_no,comp_lowsec_1524_m,comp_lowsec_1524_no,trans_lowsec_m,trans_lowsec_no,comp_upsec_v2_m,comp_upsec_v2_no,comp_upsec_2029_m,comp_upsec_2029_no,comp_higher_2529_2yrs_m,comp_higher_2529_2yrs_no,comp_higher_2529_4yrs_m,comp_higher_2529_4yrs_no,comp_higher_3034_4yrs_m,comp_higher_3034_4yrs_no,enrol_higher_1822_m,enrol_higher_1822_no,edu_out_pry_m,edu_out_pry_no,edu_out_lowsec_m,edu_out_lowsec_no,edu_out_upsec_m,edu_out_upsec_no,overage2plus_m,overage2plus_no,edu2_20_m,edu2_20_no,edu4_20_m,edu4_20_no,eduyears_20_m,eduyears_20_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_no,iso_code
4302,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Balochistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,87.0,1.0,87.0,0.0,0.9885057210922241,87.0,0.977011501789093,87.0,0.0,0.8045976758003235,87.0,0.7126436829566956,87.0,0.0,0.3103448152542114,87.0,0.3218390941619873,87.0,0.0,PAK
4307,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 3,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9036697149276733,218.0,0.8959276080131531,221.0,0.0,0.7293577790260315,218.0,0.7058823704719543,221.0,0.0,0.26605504751205444,218.0,0.29411765933036804,221.0,0.0,0.05045871436595917,218.0,0.14027149975299835,221.0,0.0,PAK
4311,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 5,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970588207244873,34.0,0.9411764740943909,34.0,0.0,0.7941176295280457,34.0,0.7352941036224365,34.0,0.0,0.3235294222831726,34.0,0.38235294818878174,34.0,0.0,0.11764705926179886,34.0,0.23529411852359772,34.0,0.0,PAK
4312,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 3,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9836065769195557,61.0,1.0,60.0,0.0,0.7540983557701111,61.0,0.75,60.0,0.0,0.2786885201931,61.0,0.4333333373069763,60.0,0.0,0.032786883413791656,61.0,0.15000000596046448,60.0,0.0,PAK
4319,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Sex and Country Wealth Index Quintiles,Male,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9058823585510254,510.0,0.9007782340049744,514.0,0.0,0.6901960968971252,510.0,0.6439688801765442,514.0,0.0,0.22745098173618317,510.0,0.2062256783246994,514.0,0.0,0.04313725605607033,510.0,0.06420233100652695,514.0,0.0,PAK
4321,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 5,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9672130942344666,122.0,0.9590163826942444,122.0,0.0,0.9344262480735779,122.0,0.9344262480735779,122.0,0.0,0.8442623019218445,122.0,0.8442623019218445,122.0,0.0,0.5655737519264221,122.0,0.688524603843689,122.0,0.0,PAK
4323,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9371727705001831,191.0,0.963350772857666,191.0,0.0,0.9057591557502747,191.0,0.9162303805351257,191.0,0.0,0.7591623067855835,191.0,0.7958115339279175,191.0,0.0,0.4712041914463043,191.0,0.5916230082511902,191.0,0.0,PAK
4324,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8404255509376526,94.0,0.8404255509376526,94.0,0.0,0.6702127456665039,94.0,0.6276595592498779,94.0,0.0,0.20212766528129578,94.0,0.21276596188545227,94.0,0.0,0.05319149047136307,94.0,0.08510638028383255,94.0,0.0,PAK
4329,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866666793823242,75.0,0.9866666793823242,75.0,0.0,0.9599999785423279,75.0,0.9599999785423279,75.0,0.0,0.9066666960716248,75.0,0.8133333325386047,75.0,0.0,0.3733333349227905,75.0,0.3733333349227905,75.0,0.0,PAK
4335,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Gilgit-Baltistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,34.0,1.0,34.0,0.0,0.9117646813392639,34.0,0.8235294222831726,34.0,0.0,0.38235294818878174,34.0,0.23529411852359772,34.0,0.0,0.1764705926179886,34.0,0.05882352963089943,34.0,0.0,PAK
4336,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex,Male,,,Islamabad-Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9767441749572754,43.0,1.0,43.0,0.0,0.9534883499145508,43.0,0.930232584476471,43.0,0.0,0.8139534592628479,43.0,0.7209302186965942,43.0,0.0,0.5116279125213623,43.0,0.4883720874786377,43.0,0.0,PAK
4347,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Country Total Sex,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9001505970954895,13280.0,0.9028205871582031,13295.0,0.0,0.6932982206344604,13280.0,0.6430988907814026,13295.0,0.0,0.2118975967168808,13280.0,0.21609628200531006,13295.0,0.0,0.045557230710983276,13280.0,0.06588943302631378,13295.0,0.0,PAK
4349,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Sex and Country Wealth Index Quintiles,Male,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9485981464385986,428.0,0.9745370149612427,432.0,0.0,0.9252336621284485,428.0,0.9351851940155029,432.0,0.0,0.75,428.0,0.7777777910232544,432.0,0.0,0.40186914801597595,428.0,0.5254629850387573,432.0,0.0,PAK
4350,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Sex and Country Wealth Index Quintiles,Male,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9085366129875183,492.0,0.9072580933570862,496.0,0.0,0.6890243887901306,492.0,0.625,496.0,0.0,0.23170731961727142,492.0,0.27419355511665344,496.0,0.0,0.030487805604934692,492.0,0.09072580933570862,496.0,0.0,PAK
4354,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,Gilgit-Baltistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9677419066429138,31.0,0.9333333373069763,30.0,0.0,0.8387096524238586,31.0,0.6666666865348816,30.0,0.0,0.35483869910240173,31.0,0.36666667461395264,30.0,0.0,0.032258063554763794,31.0,0.06666667014360428,30.0,0.0,PAK
4356,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9545454382896423,66.0,0.9852941036224365,68.0,0.0,0.9242424368858337,66.0,0.9411764740943909,68.0,0.0,0.7575757503509521,66.0,0.779411792755127,68.0,0.0,0.4545454680919647,66.0,0.5735294222831726,68.0,0.0,PAK
4377,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 3,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8723404407501221,94.0,0.8736842274665833,95.0,0.0,0.7234042286872864,94.0,0.621052622795105,95.0,0.0,0.28723403811454773,94.0,0.16842105984687805,95.0,0.0,0.042553190141916275,94.0,0.021052632480859756,95.0,0.0,PAK
4378,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex,Male,,,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8979747891426086,2617.0,0.9053232073783875,2630.0,0.0,0.7111195921897888,2617.0,0.6494296789169312,2630.0,0.0,0.25831103324890137,2617.0,0.28707224130630493,2630.0,0.0,0.05464272201061249,2617.0,0.11406844109296799,2630.0,0.0,PAK
4379,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 3,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8870967626571655,62.0,0.8666666746139526,60.0,0.0,0.5483871102333069,62.0,0.550000011920929,60.0,0.0,0.11290322244167328,62.0,0.11666666716337204,60.0,0.0,0.016129031777381897,62.0,0.06666667014360428,60.0,0.0,PAK
4381,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,66.0,1.0,66.0,0.0,0.9848484992980957,66.0,0.9848484992980957,66.0,0.0,0.8939393758773804,66.0,0.7121211886405945,66.0,0.0,0.42424243688583374,66.0,0.3787878751754761,66.0,0.0,PAK
4384,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987261176109314,157.0,0.9808917045593262,157.0,0.0,0.9808917045593262,157.0,0.9745222926139832,157.0,0.0,0.8662420511245728,157.0,0.9235668778419495,157.0,0.0,0.5414012670516968,157.0,0.7197452187538147,157.0,0.0,PAK
4385,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9655172228813171,58.0,0.982758641242981,58.0,0.0,0.7931034564971924,58.0,0.8448275923728943,58.0,0.0,0.43103447556495667,58.0,0.48275861144065857,58.0,0.0,0.2068965584039688,58.0,0.24137930572032928,58.0,0.0,PAK
4386,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex,Male,,,Islamabad - ICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,1.0,54.0,0.0,0.9814814925193787,54.0,1.0,54.0,0.0,0.7592592835426331,54.0,0.8148148059844971,54.0,0.0,0.42592594027519226,54.0,0.5,54.0,0.0,PAK
4387,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 3,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9722222089767456,180.0,0.9887640476226807,178.0,0.0,0.8999999761581421,180.0,0.949438214302063,178.0,0.0,0.7555555701255798,180.0,0.7471910119056702,178.0,0.0,0.4444444477558136,180.0,0.5393258333206177,178.0,0.0,PAK
4390,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8974359035491943,78.0,0.8481012582778931,79.0,0.0,0.7179487347602844,78.0,0.5822784900665283,79.0,0.0,0.20512820780277252,78.0,0.2278480976819992,79.0,0.0,0.05128205195069313,78.0,0.037974681705236435,79.0,0.0,PAK
4391,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9714285731315613,70.0,1.0,71.0,0.0,0.7857142686843872,70.0,0.7183098793029785,71.0,0.0,0.22857142984867096,70.0,0.30985915660858154,71.0,0.0,0.04285714402794838,70.0,0.14084507524967194,71.0,0.0,PAK
4400,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex,Male,,,Gilgit-Baltistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9731743931770325,671.0,0.9626308083534241,669.0,0.0,0.8584202527999878,671.0,0.7503737211227417,669.0,0.0,0.3457525968551636,671.0,0.27802690863609314,669.0,0.0,0.09836065769195557,671.0,0.1031390130519867,669.0,0.0,PAK
4402,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8811880946159363,101.0,0.8712871074676514,101.0,0.0,0.6534653306007385,101.0,0.6435643434524536,101.0,0.0,0.23762376606464386,101.0,0.23762376606464386,101.0,0.0,0.039603959769010544,101.0,0.10891088843345642,101.0,0.0,PAK
4403,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Sex and Country Wealth Index Quintiles,Male,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9872449040412903,392.0,0.9846938848495483,392.0,0.0,0.956632673740387,392.0,0.9285714030265808,392.0,0.0,0.793367326259613,392.0,0.7193877696990967,392.0,0.0,0.4285714328289032,392.0,0.4591836631298065,392.0,0.0,PAK
4405,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 5,AJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35.0,1.0,35.0,0.0,1.0,35.0,1.0,35.0,0.0,0.9428571462631226,35.0,0.9142857193946838,35.0,0.0,0.6000000238418579,35.0,0.6857143044471741,35.0,0.0,PAK
4406,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62.0,0.9672130942344666,61.0,0.0,0.8870967626571655,62.0,0.8360655903816223,61.0,0.0,0.7096773982048035,62.0,0.6065573692321777,61.0,0.0,0.35483869910240173,62.0,0.44262295961380005,61.0,0.0,PAK
4409,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex,Male,,,Balochistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9710504412651062,2418.0,0.9734329581260681,2409.0,0.0,0.9371381402015686,2418.0,0.9211291074752808,2409.0,0.0,0.6674938201904297,2418.0,0.7069323658943176,2409.0,0.0,0.24607113003730774,2418.0,0.33084267377853394,2409.0,0.0,PAK
4411,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9462365508079529,93.0,0.957446813583374,94.0,0.0,0.9354838728904724,93.0,0.8510638475418091,94.0,0.0,0.698924720287323,93.0,0.6808510422706604,94.0,0.0,0.49462366104125977,93.0,0.5531914830207825,94.0,0.0,PAK
4414,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 2,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8913043737411499,46.0,0.957446813583374,47.0,0.0,0.8695651888847351,46.0,0.914893627166748,47.0,0.0,0.6739130616188049,46.0,0.7659574747085571,47.0,0.0,0.41304346919059753,46.0,0.6170212626457214,47.0,0.0,PAK
4415,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex,Male,,,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8003748655319214,2134.0,0.8473461866378784,2129.0,0.0,0.48594188690185547,2134.0,0.5335838198661804,2129.0,0.0,0.14714151620864868,2134.0,0.1836542934179306,2129.0,0.0,0.029053421691060066,2134.0,0.0737435445189476,2129.0,0.0,PAK
4417,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex,Male,,,Islamabad - ICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,58.0,0.9482758641242981,58.0,0.0,0.9137930870056152,58.0,0.8793103694915771,58.0,0.0,0.517241358757019,58.0,0.4655172526836395,58.0,0.0,0.017241379246115685,58.0,0.0517241396009922,58.0,0.0,PAK
4419,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 1,Balochistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9345794320106506,107.0,0.8999999761581421,110.0,0.0,0.6355140209197998,107.0,0.6000000238418579,110.0,0.0,0.06542056053876877,107.0,0.145454540848732,110.0,0.0,0.018691588193178177,107.0,0.00909090880304575,110.0,0.0,PAK
4423,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 5,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9166666865348816,60.0,0.9166666865348816,60.0,0.0,0.8666666746139526,60.0,0.8500000238418579,60.0,0.0,0.7833333611488342,60.0,0.8500000238418579,60.0,0.0,0.6499999761581421,60.0,0.7166666388511658,60.0,0.0,PAK
4433,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,53.0,0.9807692170143127,52.0,0.0,0.9056603908538818,53.0,0.942307710647583,52.0,0.0,0.7924528121948242,53.0,0.807692289352417,52.0,0.0,0.4528301954269409,53.0,0.5384615659713745,52.0,0.0,PAK
4436,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,5.0,Region and Sex,Male,,,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9338046312332153,1556.0,0.9464516043663025,1550.0,0.0,0.846401035785675,1556.0,0.8612903356552124,1550.0,0.0,0.5874035954475403,1556.0,0.685161292552948,1550.0,0.0,0.2956298291683197,1556.0,0.4032258093357086,1550.0,0.0,PAK
4441,Southern Asia,Lower middle income countries,Pakistan,ASER,2014.0,Primary,2.0,Region and Sex and Wealth Index Quintiles,Male,,Quintile 4,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9657142758369446,175.0,0.9488636255264282,176.0,0.0,0.7885714173316956,175.0,0.7102272510528564,176.0,0.0,0.3028571307659149,175.0,0.3579545319080353,176.0,0.0,0.04571428522467613,175.0,0.11363636702299118,176.0,0.0,PAK
